PhysicalX(mm),PhysicalY(mm),MaxAmplitude(dBm)
270.734,124.312,-81.402
274.304,124.312,-81.812
277.874,124.312,-81.437
281.444,124.312,-81.554
285.014,124.312,-81.790
288.585,124.312,-80.951
292.155,124.312,-81.794
295.725,124.312,-81.208
299.295,124.312,-81.263
302.865,124.312,-82.057
306.435,124.312,-81.046
310.005,124.312,-79.625
313.575,124.312,-81.134
317.145,124.312,-82.702
320.715,124.312,-82.029
324.285,124.312,-81.947
327.855,124.312,-81.662
331.425,124.312,-81.783
334.995,124.312,-82.437
338.565,124.312,-81.669
342.135,124.312,-82.761
345.705,124.312,-82.098
349.276,124.312,-82.808
352.846,124.312,-82.901
356.416,124.312,-82.364
359.986,124.312,-82.959
363.556,124.312,-82.157
367.126,124.312,-82.613
156.492,128.276,-90.363
160.062,128.276,-89.825
163.632,128.276,-89.930
167.203,128.276,-89.683
170.773,128.276,-89.984
174.343,128.276,-89.194
177.913,128.276,-89.280
181.483,128.276,-90.406
185.053,128.276,-89.920
188.623,128.276,-88.622
192.193,128.276,-89.708
195.763,128.276,-89.626
199.333,128.276,-87.484
202.903,128.276,-89.012
206.473,128.276,-87.216
210.043,128.276,-87.734
213.613,128.276,-87.250
217.183,128.276,-86.890
220.753,128.276,-86.280
224.323,128.276,-87.311
227.894,128.276,-84.896
231.464,128.276,-86.901
235.034,128.276,-84.781
238.604,128.276,-85.781
242.174,128.276,-85.216
245.744,128.276,-84.819
249.314,128.276,-85.665
252.884,128.276,-83.489
256.454,128.276,-84.552
260.024,128.276,-83.875
263.594,128.276,-83.707
267.164,128.276,-83.989
270.734,128.276,-82.403
274.304,128.276,-83.188
277.874,128.276,-83.263
281.444,128.276,-83.186
285.014,128.276,-83.216
288.585,128.276,-83.018
292.155,128.276,-82.729
295.725,128.276,-82.749
299.295,128.276,-82.162
302.865,128.276,-82.784
306.435,128.276,-82.343
310.005,128.276,-82.933
313.575,128.276,-83.339
317.145,128.276,-83.644
320.715,128.276,-82.913
324.285,128.276,-83.300
327.855,128.276,-82.018
331.425,128.276,-84.322
334.995,128.276,-83.545
338.565,128.276,-83.177
342.135,128.276,-84.321
345.705,128.276,-83.868
349.276,128.276,-83.224
352.846,128.276,-83.608
356.416,128.276,-83.830
359.986,128.276,-84.500
363.556,128.276,-83.967
367.126,128.276,-80.970
156.492,132.239,-90.211
160.062,132.239,-89.944
163.632,132.239,-89.120
167.203,132.239,-88.832
170.773,132.239,-89.440
174.343,132.239,-90.117
177.913,132.239,-91.263
181.483,132.239,-90.029
185.053,132.239,-88.607
188.623,132.239,-89.524
192.193,132.239,-89.645
195.763,132.239,-88.229
199.333,132.239,-88.021
202.903,132.239,-87.176
206.473,132.239,-86.566
210.043,132.239,-86.708
213.613,132.239,-85.994
217.183,132.239,-85.147
220.753,132.239,-86.605
224.323,132.239,-85.070
227.894,132.239,-85.117
231.464,132.239,-85.360
235.034,132.239,-85.066
238.604,132.239,-85.158
242.174,132.239,-83.737
245.744,132.239,-83.079
249.314,132.239,-83.973
252.884,132.239,-81.354
256.454,132.239,-82.740
260.024,132.239,-82.659
263.594,132.239,-82.071
267.164,132.239,-82.160
270.734,132.239,-81.508
274.304,132.239,-81.349
277.874,132.239,-80.973
281.444,132.239,-81.843
285.014,132.239,-82.556
288.585,132.239,-80.946
292.155,132.239,-80.268
295.725,132.239,-82.431
299.295,132.239,-81.951
302.865,132.239,-80.750
306.435,132.239,-81.984
310.005,132.239,-82.603
313.575,132.239,-82.304
317.145,132.239,-82.748
320.715,132.239,-81.608
324.285,132.239,-81.207
327.855,132.239,-82.162
331.425,132.239,-80.906
334.995,132.239,-82.071
338.565,132.239,-82.970
342.135,132.239,-81.558
345.705,132.239,-81.373
349.276,132.239,-82.045
352.846,132.239,-83.178
356.416,132.239,-83.007
359.986,132.239,-82.702
363.556,132.239,-83.480
367.126,132.239,-83.234
156.492,136.202,-90.485
160.062,136.202,-90.543
163.632,136.202,-91.142
167.203,136.202,-91.129
170.773,136.202,-90.465
174.343,136.202,-90.793
177.913,136.202,-91.203
181.483,136.202,-90.344
185.053,136.202,-89.895
188.623,136.202,-90.396
192.193,136.202,-90.227
195.763,136.202,-88.441
199.333,136.202,-88.321
202.903,136.202,-87.239
206.473,136.202,-88.824
210.043,136.202,-87.496
213.613,136.202,-85.774
217.183,136.202,-86.659
220.753,136.202,-86.582
224.323,136.202,-86.908
227.894,136.202,-85.036
231.464,136.202,-84.394
235.034,136.202,-82.987
238.604,136.202,-82.970
242.174,136.202,-82.477
245.744,136.202,-83.722
249.314,136.202,-83.325
252.884,136.202,-81.956
256.454,136.202,-83.564
260.024,136.202,-82.022
263.594,136.202,-81.963
267.164,136.202,-82.107
270.734,136.202,-81.890
274.304,136.202,-81.813
277.874,136.202,-81.674
281.444,136.202,-81.679
285.014,136.202,-82.133
288.585,136.202,-81.017
292.155,136.202,-80.131
295.725,136.202,-81.556
299.295,136.202,-82.041
302.865,136.202,-81.905
306.435,136.202,-81.604
310.005,136.202,-82.412
313.575,136.202,-82.432
317.145,136.202,-82.554
320.715,136.202,-81.247
324.285,136.202,-83.093
327.855,136.202,-81.472
331.425,136.202,-82.096
334.995,136.202,-82.835
338.565,136.202,-81.681
342.135,136.202,-81.152
345.705,136.202,-82.557
349.276,136.202,-83.262
352.846,136.202,-83.216
356.416,136.202,-83.084
359.986,136.202,-83.616
363.556,136.202,-83.594
367.126,136.202,-83.933
156.492,140.165,-87.466
160.062,140.165,-90.804
163.632,140.165,-90.995
167.203,140.165,-89.201
170.773,140.165,-90.713
174.343,140.165,-89.687
177.913,140.165,-90.983
181.483,140.165,-89.715
185.053,140.165,-89.253
188.623,140.165,-89.389
192.193,140.165,-88.773
195.763,140.165,-88.328
199.333,140.165,-85.282
202.903,140.165,-86.037
206.473,140.165,-85.740
210.043,140.165,-84.796
213.613,140.165,-85.717
217.183,140.165,-85.395
220.753,140.165,-83.508
224.323,140.165,-84.698
227.894,140.165,-83.254
231.464,140.165,-82.146
235.034,140.165,-83.770
238.604,140.165,-83.557
