PhysicalX(mm),PhysicalY(mm),MaxAmplitude(dBm)
73.942,142.087,-94.434
77.224,142.087,-91.932
80.506,142.087,-95.289
83.788,142.087,-95.304
87.070,142.087,-94.827
90.352,142.087,-94.809
93.634,142.087,-94.215
96.916,142.087,-96.617
100.198,142.087,-96.182
103.481,142.087,-93.017
106.763,142.087,-95.156
110.045,142.087,-94.966
113.327,142.087,-95.889
116.609,142.087,-94.531
119.891,142.087,-97.266
123.173,142.087,-94.887
126.455,142.087,-95.939
129.737,142.087,-94.656
133.020,142.087,-95.349
136.302,142.087,-95.738
139.584,142.087,-95.106
142.866,142.087,-95.187
146.148,142.087,-95.585
149.430,142.087,-96.106
152.712,142.087,-94.352
155.994,142.087,-96.654
159.276,142.087,-96.965
162.559,142.087,-94.975
165.841,142.087,-94.581
169.123,142.087,-96.266
172.405,142.087,-95.266
175.687,142.087,-96.511
178.969,142.087,-95.617
-14.675,145.952,-92.258
-11.393,145.952,-92.781
-8.111,145.952,-92.528
-4.829,145.952,-92.102
-1.547,145.952,-95.093
1.735,145.952,-95.103
5.017,145.952,-95.984
8.299,145.952,-95.603
11.581,145.952,-94.433
14.864,145.952,-96.431
18.146,145.952,-95.266
21.428,145.952,-95.934
24.710,145.952,-95.573
27.992,145.952,-94.999
31.274,145.952,-94.963
34.556,145.952,-94.352
37.838,145.952,-95.893
41.120,145.952,-96.111
44.403,145.952,-96.065
47.685,145.952,-95.040
50.967,145.952,-95.553
54.249,145.952,-96.234
57.531,145.952,-94.637
60.813,145.952,-94.557
64.095,145.952,-96.122
67.377,145.952,-95.808
70.659,145.952,-96.499
73.942,145.952,-96.238
77.224,145.952,-93.139
80.506,145.952,-96.368
83.788,145.952,-94.750
87.070,145.952,-94.881
90.352,145.952,-94.988
93.634,145.952,-95.219
96.916,145.952,-94.709
100.198,145.952,-96.019
103.481,145.952,-95.308
106.763,145.952,-96.857
110.045,145.952,-95.988
113.327,145.952,-95.347
116.609,145.952,-96.098
119.891,145.952,-95.242
123.173,145.952,-95.404
126.455,145.952,-94.164
129.737,145.952,-94.040
133.020,145.952,-96.318
136.302,145.952,-96.982
139.584,145.952,-95.338
142.866,145.952,-94.162
146.148,145.952,-95.349
149.430,145.952,-95.736
152.712,145.952,-96.065
155.994,145.952,-96.117
159.276,145.952,-95.002
162.559,145.952,-96.263
165.841,145.952,-95.597
169.123,145.952,-96.687
172.405,145.952,-96.499
175.687,145.952,-96.512
178.969,145.952,-95.411
-14.675,149.816,-92.725
-11.393,149.816,-93.882
