PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
123.437,102.360,-91.139,-94.362,-92.478,-93.688,-93.523,-93.204,-92.759,-94.841,-92.902,-92.427,-92.100,-91.192,-94.946,-90.253,-93.047,-92.536,-93.828,-92.357,-93.828,-93.339,-93.644,-96.586,-94.119,-92.871,-92.562,-93.365,-93.191,-92.970,-92.321,-90.020,-94.462,-93.609,-94.676,-92.960,-94.603,-94.889,-92.789,-91.628,-91.351,-91.259,-92.813,-94.105,-92.355,-92.774,-91.038,-93.205,-94.498,-93.706,-92.459,-91.989,-91.971,-94.328,-90.669,-91.495,-91.608,-92.637,-95.522,-92.149,-95.196,-92.027,-93.548,-90.216,-95.445,-92.554,-93.537,-93.856,-93.177,-92.185,-91.928,-93.061,-93.338,-92.217,-92.064,-92.924,-91.618,-86.105,-93.050,-93.153,-91.416,-94.147,-93.989,-90.197,-92.392,-91.579,-92.768,-91.859,-90.998,-90.433,-93.554,-91.920,-93.042,-91.161,-94.758,-93.199,-90.944,-92.455,-95.121,-95.215,-92.912,-91.206,-94.147
144.710,102.360,-93.184,-94.834,-92.695,-91.115,-93.505,-93.129,-93.323,-93.953,-93.753,-93.437,-95.462,-92.361,-90.504,-95.156,-92.347,-93.744,-91.264,-94.690,-91.798,-92.930,-95.016,-91.078,-92.893,-93.343,-91.879,-93.048,-91.452,-91.738,-93.907,-91.940,-95.952,-90.269,-92.691,-94.196,-91.806,-91.796,-93.202,-92.678,-95.147,-93.459,-91.256,-94.042,-93.355,-89.832,-90.560,-92.461,-94.675,-94.458,-92.359,-93.416,-93.469,-92.470,-90.197,-91.656,-91.849,-92.099,-93.742,-90.787,-94.925,-94.594,-91.842,-90.901,-92.273,-93.827,-93.814,-94.414,-92.865,-93.060,-94.033,-94.049,-94.287,-91.521,-93.177,-93.960,-91.729,-87.339,-91.835,-92.299,-94.803,-94.625,-93.371,-94.894,-93.563,-92.503,-93.614,-92.622,-93.872,-91.464,-92.063,-93.352,-93.519,-92.778,-92.623,-90.142,-92.084,-93.803,-92.343,-91.951,-92.087,-91.020,-93.783
165.983,102.360,-94.178,-96.594,-91.940,-93.884,-91.919,-93.361,-91.666,-92.072,-93.816,-93.980,-92.287,-94.319,-93.034,-90.327,-92.113,-95.725,-93.020,-91.347,-94.611,-91.701,-91.632,-92.893,-96.302,-92.053,-93.346,-92.509,-92.176,-90.942,-93.648,-94.358,-89.751,-92.829,-95.926,-92.718,-94.193,-83.792,-92.112,-93.194,-92.811,-93.540,-90.744,-91.580,-88.970,-89.811,-93.504,-92.845,-93.593,-93.186,-93.522,-90.600,-93.242,-90.525,-88.431,-91.103,-92.863,-91.014,-92.583,-92.753,-95.810,-94.659,-90.755,-92.597,-93.745,-96.056,-93.024,-94.233,-93.181,-91.945,-92.718,-90.122,-93.514,-92.030,-92.043,-95.269,-93.259,-86.263,-94.799,-89.894,-93.465,-91.753,-91.366,-92.147,-93.385,-93.260,-94.372,-94.146,-91.858,-95.401,-92.440,-93.678,-93.298,-90.122,-94.267,-91.923,-93.980,-92.782,-91.889,-92.157,-97.129,-93.546,-93.624
187.256,102.360,-92.751,-93.725,-95.916,-92.654,-95.128,-91.779,-94.628,-90.718,-93.158,-94.084,-95.738,-91.655,-93.047,-92.524,-94.232,-92.176,-92.833,-94.657,-93.238,-92.133,-92.839,-92.496,-94.052,-94.706,-94.583,-93.372,-92.653,-92.709,-96.162,-92.963,-97.237,-91.723,-91.764,-91.227,-90.834,-90.693,-91.193,-91.041,-92.086,-90.534,-94.833,-93.702,-93.049,-93.239,-93.471,-94.193,-95.080,-90.397,-93.911,-90.890,-90.513,-92.738,-88.837,-92.016,-93.998,-94.118,-92.714,-93.196,-92.343,-93.890,-92.588,-92.029,-91.787,-94.260,-91.914,-92.873,-92.018,-92.864,-96.124,-92.387,-95.253,-87.812,-95.080,-92.987,-93.145,-86.376,-93.565,-92.233,-95.366,-93.240,-92.652,-95.240,-92.763,-94.033,-93.773,-90.138,-93.269,-94.027,-93.106,-95.909,-94.511,-90.506,-91.048,-91.248,-94.497,-92.554,-94.802,-91.759,-93.021,-92.857,-92.724
208.529,102.360,-93.053,-93.629,-93.471,-95.456,-92.265,-92.898,-91.984,-89.811,-93.965,-93.910,-95.502,-94.674,-91.377,-92.942,-95.022,-91.094,-93.620,-93.902,-94.991,-91.749,-91.205,-93.702,-93.751,-92.688,-89.860,-91.348,-95.403,-94.118,-93.912,-93.072,-90.563,-91.922,-91.589,-91.136,-93.118,-92.817,-93.419,-94.646,-95.147,-93.083,-95.967,-94.491,-96.054,-92.494,-93.422,-94.044,-93.447,-93.989,-91.576,-94.284,-94.633,-93.730,-95.563,-92.723,-91.962,-92.608,-93.414,-94.776,-93.609,-91.864,-94.080,-93.345,-92.703,-93.678,-94.648,-92.500,-91.805,-96.353,-92.429,-90.769,-93.585,-91.674,-92.463,-93.711,-90.995,-88.656,-92.421,-93.479,-89.467,-94.407,-92.825,-91.532,-93.172,-90.996,-92.497,-93.293,-91.982,-90.183,-92.859,-93.897,-94.482,-93.523,-91.143,-93.307,-91.720,-94.312,-92.947,-94.698,-94.107,-92.908,-92.575
229.802,102.360,-94.084,-93.983,-93.649,-96.078,-94.372,-93.570,-95.983,-91.924,-93.640,-95.419,-93.969,-92.927,-93.330,-92.577,-93.392,-92.764,-94.549,-92.187,-93.445,-95.640,-94.297,-91.761,-91.827,-92.333,-94.439,-92.016,-94.507,-93.239,-94.024,-92.313,-93.125,-95.098,-92.351,-94.852,-92.887,-92.998,-93.391,-93.542,-91.272,-93.965,-94.045,-92.302,-92.566,-92.009,-91.613,-90.901,-91.652,-91.523,-93.566,-91.766,-91.378,-90.991,-89.879,-95.732,-93.679,-94.571,-92.157,-93.516,-91.131,-92.321,-97.024,-90.881,-94.915,-91.615,-95.601,-93.244,-93.336,-93.427,-94.097,-92.485,-91.847,-91.523,-90.011,-94.176,-94.830,-89.453,-94.105,-90.623,-93.505,-93.629,-91.147,-92.558,-93.042,-92.525,-91.162,-91.990,-92.068,-95.162,-93.014,-91.809,-91.211,-93.778,-91.485,-93.524,-94.643,-92.492,-93.948,-91.271,-91.565,-92.527,-92.933
251.075,102.360,-94.539,-93.061,-92.343,-93.450,-94.340,-92.200,-94.267,-94.710,-91.502,-94.287,-95.490,-92.135,-95.970,-96.420,-93.648,-92.179,-92.095,-94.572,-93.875,-93.522,-90.635,-91.860,-93.735,-91.027,-92.852,-93.459,-94.928,-92.716,-91.307,-93.902,-91.760,-92.883,-93.270,-93.225,-94.436,-91.633,-91.510,-92.336,-92.293,-92.113,-92.066,-90.501,-90.203,-91.600,-93.384,-92.577,-90.710,-93.042,-92.148,-94.732,-90.444,-91.091,-89.973,-93.932,-94.261,-92.644,-92.990,-92.261,-92.518,-94.104,-91.124,-92.072,-93.991,-95.281,-92.600,-92.592,-92.275,-93.311,-93.776,-91.690,-93.618,-94.024,-92.241,-91.731,-90.270,-90.403,-93.819,-92.682,-95.584,-91.210,-92.711,-94.008,-94.456,-91.643,-93.866,-94.268,-94.271,-91.326,-93.992,-90.072,-94.279,-91.417,-92.116,-93.510,-94.495,-93.554,-94.864,-91.941,-93.470,-94.083,-91.872
272.349,102.360,-90.281,-91.949,-92.795,-92.312,-93.457,-93.878,-93.483,-95.643,-94.671,-90.139,-96.669,-90.614,-94.019,-93.473,-92.298,-94.970,-93.928,-92.032,-90.931,-94.069,-94.219,-92.124,-94.781,-92.517,-91.672,-94.266,-93.579,-94.286,-93.801,-93.896,-91.932,-94.832,-91.902,-91.882,-91.024,-82.885,-92.231,-91.611,-93.612,-92.888,-92.591,-93.709,-90.695,-91.418,-93.693,-92.974,-91.561,-93.247,-92.020,-91.142,-92.996,-93.698,-89.174,-94.568,-95.549,-90.660,-93.236,-91.100,-93.318,-91.587,-94.801,-94.436,-93.120,-95.550,-94.780,-94.274,-92.411,-88.498,-91.812,-93.658,-91.408,-92.795,-93.158,-92.275,-92.712,-90.562,-92.664,-91.240,-90.906,-93.449,-93.726,-95.461,-93.220,-92.520,-91.141,-93.083,-91.602,-93.352,-93.255,-94.974,-91.826,-91.306,-90.773,-91.650,-90.101,-92.285,-91.027,-92.247,-95.815,-94.583,-90.430
293.622,102.360,-93.931,-93.664,-92.499,-94.018,-92.118,-92.696,-92.501,-92.619,-91.635,-90.786,-94.849,-93.934,-92.605,-92.503,-91.960,-91.826,-92.694,-92.872,-94.681,-91.455,-94.061,-94.189,-94.726,-93.518,-93.814,-91.589,-91.280,-92.743,-91.432,-94.077,-90.940,-92.228,-91.903,-94.361,-91.361,-94.460,-92.142,-88.593,-92.517,-95.749,-92.601,-92.568,-92.149,-91.747,-89.937,-94.167,-93.118,-93.770,-95.509,-94.116,-92.198,-94.711,-89.988,-91.342,-92.679,-91.433,-93.137,-93.830,-92.780,-90.769,-91.628,-90.459,-92.254,-95.647,-91.438,-92.171,-90.671,-90.098,-93.421,-91.336,-94.065,-94.168,-92.298,-94.449,-95.386,-90.596,-92.816,-91.303,-92.846,-92.351,-92.170,-90.290,-92.628,-93.972,-92.505,-93.715,-91.667,-93.266,-93.732,-92.533,-93.423,-92.635,-95.989,-91.902,-93.602,-92.883,-93.924,-93.883,-90.927,-94.326,-91.571
314.895,102.360,-92.905,-93.226,-95.142,-95.161,-93.219,-94.334,-93.672,-90.596,-95.081,-91.657,-92.693,-93.440,-93.051,-92.821,-93.161,-96.237,-94.148,-91.011,-91.554,-93.506,-95.122,-92.206,-91.703,-92.234,-94.039,-93.361,-94.179,-94.401,-93.408,-95.223,-92.447,-91.454,-91.138,-92.006,-93.031,-92.024,-92.482,-92.352,-93.359,-91.042,-92.688,-93.292,-93.670,-93.955,-91.923,-90.923,-92.370,-92.954,-92.208,-90.395,-91.443,-91.314,-89.006,-93.764,-92.201,-93.793,-92.971,-91.462,-92.284,-92.736,-92.376,-95.172,-95.123,-93.801,-93.841,-95.394,-94.234,-93.569,-93.377,-92.028,-91.907,-94.797,-92.047,-91.438,-94.724,-92.235,-92.975,-92.823,-92.624,-93.188,-92.103,-94.441,-91.610,-94.439,-93.135,-91.927,-91.817,-90.867,-92.217,-92.574,-93.187,-93.346,-93.149,-92.527,-93.078,-91.127,-90.967,-92.686,-93.318,-92.313,-94.829
123.437,114.044,-92.634,-92.559,-91.997,-91.381,-94.072,-92.523,-94.374,-94.774,-92.469,-95.108,-91.750,-96.943,-93.555,-93.699,-91.203,-94.514,-93.165,-93.590,-95.610,-94.586,-93.657,-92.042,-94.215,-92.682,-92.027,-91.902,-94.329,-91.275,-92.188,-91.473,-91.288,-92.786,-92.889,-93.114,-92.332,-92.008,-91.659,-93.097,-93.480,-91.904,-90.548,-95.900,-92.081,-93.276,-90.539,-95.206,-90.916,-90.901,-93.294,-93.280,-89.619,-91.966,-88.750,-93.068,-92.912,-93.621,-93.677,-90.640,-95.088,-90.661,-91.710,-92.370,-93.157,-93.014,-91.101,-93.595,-93.650,-94.085,-92.838,-94.162,-93.679,-93.429,-95.149,-93.025,-91.289,-88.996,-92.587,-95.219,-91.713,-92.812,-93.163,-94.316,-92.882,-91.996,-94.434,-94.188,-92.914,-92.912,-92.991,-92.362,-91.664,-90.058,-94.780,-94.310,-93.545,-92.414,-93.258,-94.555,-94.707,-93.717,-91.832
144.710,114.044,-91.947,-92.973,-93.511,-93.083,-93.508,-91.454,-92.388,-92.938,-95.322,-92.966,-93.448,-93.801,-93.281,-93.201,-94.739,-92.425,-90.384,-93.074,-96.023,-92.881,-92.039,-93.063,-91.117,-93.856,-93.424,-95.835,-94.212,-93.970,-93.861,-92.424,-93.260,-90.850,-94.165,-92.756,-91.913,-93.131,-94.048,-94.563,-94.432,-91.581,-92.262,-94.313,-93.940,-93.231,-92.127,-92.347,-91.688,-91.511,-95.592,-93.567,-91.312,-94.225,-90.362,-93.650,-93.011,-91.560,-94.949,-94.598,-90.253,-92.896,-94.009,-92.835,-92.613,-94.669,-92.421,-92.765,-94.088,-94.386,-94.889,-91.788,-95.203,-91.605,-90.332,-91.406,-91.087,-86.749,-94.127,-93.678,-95.259,-91.778,-94.745,-93.709,-92.213,-92.538,-93.881,-93.098,-91.622,-93.556,-95.153,-94.157,-94.614,-92.877,-92.143,-92.985,-93.300,-93.094,-93.524,-92.673,-91.877,-92.834,-92.061
165.983,114.044,-92.283,-92.539,-89.070,-90.263,-94.009,-93.750,-91.671,-94.521,-96.325,-91.239,-90.088,-94.044,-92.289,-93.857,-96.886,-90.917,-90.337,-93.598,-93.406,-93.672,-95.247,-94.328,-95.590,-91.961,-93.055,-92.186,-96.099,-93.120,-95.795,-94.359,-91.942,-94.261,-91.940,-93.858,-92.802,-83.044,-83.151,-92.677,-90.678,-92.394,-94.262,-92.986,-93.502,-95.262,-91.078,-91.045,-94.529,-92.918,-93.448,-92.789,-92.480,-92.956,-94.192,-93.143,-92.777,-91.589,-90.069,-90.853,-93.774,-96.743,-91.323,-90.903,-94.847,-94.187,-94.182,-94.533,-93.478,-93.994,-93.687,-91.848,-92.196,-93.567,-92.696,-92.790,-92.377,-87.124,-92.409,-94.378,-93.762,-90.756,-93.830,-93.287,-96.719,-93.089,-93.273,-90.930,-92.572,-90.336,-93.017,-91.202,-91.974,-95.087,-93.487,-93.721,-94.224,-95.228,-92.718,-93.539,-92.864,-92.067,-93.563
187.256,114.044,-90.407,-94.579,-95.108,-92.494,-93.613,-93.256,-93.397,-92.274,-94.275,-93.311,-91.767,-94.601,-94.458,-95.272,-91.261,-91.120,-92.974,-93.540,-93.902,-93.538,-93.323,-90.206,-94.300,-94.156,-93.581,-92.842,-93.071,-92.140,-91.513,-92.482,-91.875,-91.102,-94.912,-91.927,-92.351,-91.564,-82.743,-91.737,-93.433,-91.944,-92.781,-91.885,-92.707,-92.786,-91.836,-95.275,-91.770,-94.434,-90.934,-90.943,-92.083,-95.559,-91.505,-89.959,-94.337,-93.806,-93.363,-90.127,-94.144,-92.154,-92.806,-94.516,-92.446,-92.422,-94.756,-93.399,-94.027,-93.086,-91.626,-91.559,-94.590,-92.070,-93.929,-93.924,-92.006,-87.129,-91.671,-93.038,-92.149,-93.443,-93.222,-94.460,-94.100,-92.300,-91.815,-92.001,-93.406,-92.952,-91.780,-94.287,-93.192,-92.643,-95.712,-91.610,-95.616,-92.617,-92.582,-93.310,-93.855,-94.729,-94.468
208.529,114.044,-94.311,-92.694,-93.584,-93.240,-93.672,-92.539,-92.206,-92.354,-90.580,-95.844,-93.169,-93.191,-94.643,-93.734,-90.753,-91.077,-94.053,-94.092,-92.777,-93.878,-92.983,-92.982,-94.218,-93.701,-93.051,-94.708,-93.667,-92.812,-92.243,-92.262,-91.934,-95.691,-93.582,-90.335,-92.389,-92.730,-94.353,-93.509,-94.266,-91.154,-93.811,-94.565,-90.313,-94.857,-93.153,-91.928,-90.612,-94.029,-89.285,-93.421,-91.561,-92.455,-90.271,-92.822,-91.585,-92.551,-91.770,-92.160,-93.508,-90.984,-90.318,-90.677,-92.359,-90.780,-91.970,-94.539,-93.602,-92.388,-94.937,-92.283,-90.145,-93.733,-92.731,-93.015,-92.665,-91.257,-93.898,-92.354,-93.377,-93.951,-92.688,-93.178,-88.874,-92.992,-95.994,-93.552,-92.905,-92.231,-93.869,-93.516,-90.621,-90.569,-91.497,-93.622,-93.076,-94.514,-94.305,-91.563,-93.219,-93.744,-94.600
229.802,114.044,-93.599,-92.378,-92.497,-94.972,-92.329,-91.865,-93.774,-91.730,-91.866,-92.125,-90.999,-94.369,-89.744,-93.467,-93.645,-92.908,-92.233,-93.417,-89.664,-92.318,-92.166,-91.363,-94.312,-92.069,-92.805,-92.938,-94.735,-94.133,-92.037,-93.770,-91.942,-94.442,-92.763,-91.949,-94.475,-84.629,-91.991,-93.399,-91.435,-93.810,-95.240,-91.987,-92.882,-94.044,-94.459,-93.562,-93.113,-94.070,-91.059,-94.174,-92.551,-93.718,-89.343,-93.276,-92.777,-92.454,-93.372,-91.912,-95.222,-92.306,-92.585,-95.300,-93.892,-94.492,-93.394,-92.955,-92.227,-92.941,-93.597,-92.276,-93.165,-93.156,-94.888,-90.668,-91.776,-91.148,-91.229,-95.016,-92.721,-95.247,-93.235,-93.248,-93.927,-93.169,-93.826,-93.459,-91.248,-93.568,-92.839,-94.783,-93.077,-95.447,-96.304,-93.299,-94.345,-94.400,-93.792,-91.662,-92.951,-93.754,-92.826
