PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
123.887,101.833,-94.214,-92.421,-92.577,-92.914,-93.235,-93.199,-95.334,-93.781,-92.660,-94.444,-93.292,-92.395,-93.364,-95.908,-92.356,-92.471,-93.899,-92.448,-94.973,-94.281,-93.974,-93.055,-94.776,-96.692,-92.034,-95.532,-97.513,-95.115,-91.886,-92.840,-92.694,-94.200,-96.456,-93.250,-91.018,-83.452,-91.211,-91.289,-92.460,-95.562,-93.571,-90.999,-92.387,-92.309,-92.500,-93.670,-93.875,-93.955,-93.414,-91.353,-93.446,-93.479,-90.583,-92.210,-92.559,-93.444,-93.797,-92.136,-92.778,-93.812,-91.309,-93.828,-94.418,-92.523,-94.717,-95.592,-91.343,-93.351,-93.048,-93.420,-94.423,-91.426,-94.397,-92.637,-91.860,-88.882,-94.692,-94.019,-89.176,-93.131,-92.114,-92.098,-93.005,-95.936,-92.229,-95.148,-93.986,-93.139,-93.658,-92.246,-91.785,-92.785,-94.136,-91.989,-91.912,-94.102,-95.006,-95.424,-93.671,-94.625,-92.818
145.161,101.833,-91.992,-91.250,-94.601,-94.973,-93.963,-91.179,-94.462,-94.717,-93.375,-93.377,-93.396,-93.104,-93.555,-94.778,-94.436,-97.118,-93.128,-93.936,-92.696,-94.745,-94.276,-94.710,-92.936,-92.753,-90.983,-91.284,-91.106,-93.470,-92.732,-92.050,-91.045,-92.598,-95.414,-93.091,-92.838,-93.487,-94.719,-93.977,-93.755,-93.656,-93.412,-93.568,-93.118,-93.414,-92.249,-93.801,-92.708,-92.843,-91.245,-92.475,-91.259,-94.090,-91.484,-96.135,-91.913,-90.437,-91.470,-93.527,-93.490,-93.453,-93.365,-92.505,-88.507,-93.488,-95.295,-94.932,-93.195,-90.128,-91.431,-94.380,-92.822,-92.330,-93.390,-96.037,-94.307,-89.851,-94.713,-91.646,-95.717,-94.373,-92.800,-94.485,-95.247,-94.722,-91.436,-94.033,-94.297,-94.187,-95.835,-92.841,-92.011,-93.679,-91.121,-91.914,-92.337,-93.322,-92.429,-93.452,-93.926,-92.747,-94.381
166.434,101.833,-90.876,-94.855,-92.877,-91.804,-94.757,-94.026,-95.385,-92.602,-94.643,-92.744,-90.800,-94.671,-96.494,-94.409,-92.368,-95.063,-91.716,-92.875,-93.796,-91.125,-93.729,-91.842,-91.193,-89.074,-92.625,-91.864,-92.314,-93.267,-94.623,-93.354,-92.243,-94.276,-92.889,-91.990,-94.078,-95.188,-93.976,-93.008,-92.703,-91.123,-93.839,-94.155,-91.069,-94.166,-91.339,-94.943,-92.109,-95.369,-91.378,-92.403,-94.684,-91.835,-88.619,-93.297,-91.848,-90.913,-92.365,-92.085,-92.753,-93.509,-94.319,-92.512,-94.457,-93.322,-92.338,-92.695,-92.790,-94.174,-91.896,-93.670,-91.773,-93.609,-92.333,-92.125,-93.324,-86.567,-92.563,-92.823,-93.026,-94.173,-91.321,-91.007,-90.837,-93.111,-94.580,-92.022,-92.386,-95.240,-91.767,-94.992,-93.666,-93.926,-92.641,-94.280,-91.590,-91.971,-94.032,-92.011,-93.072,-93.100,-93.907
187.707,101.833,-91.603,-93.555,-92.263,-93.019,-91.868,-91.931,-91.988,-92.507,-92.960,-92.287,-91.654,-92.354,-93.561,-93.229,-94.186,-92.216,-93.141,-94.612,-92.255,-92.968,-91.834,-91.847,-92.756,-92.303,-93.121,-91.781,-91.166,-91.874,-95.416,-90.946,-94.563,-92.655,-94.338,-96.145,-93.927,-84.609,-92.734,-91.067,-92.521,-90.241,-92.280,-95.212,-93.682,-95.131,-92.322,-92.439,-93.078,-93.769,-94.253,-92.506,-92.708,-93.603,-91.597,-93.747,-93.478,-90.796,-93.151,-92.080,-95.285,-92.633,-93.831,-93.084,-91.831,-92.181,-92.155,-95.984,-93.212,-92.289,-92.618,-90.026,-93.245,-95.200,-91.510,-91.763,-91.147,-87.261,-92.556,-92.168,-93.527,-93.870,-92.818,-93.968,-93.064,-94.982,-93.287,-91.939,-93.821,-92.322,-93.366,-92.430,-93.084,-92.610,-93.498,-93.062,-93.706,-92.761,-96.047,-93.646,-92.279,-92.755,-93.395
208.980,101.833,-91.179,-92.415,-94.724,-95.121,-93.126,-93.704,-94.911,-95.462,-96.165,-94.732,-91.614,-95.468,-94.130,-87.912,-93.888,-94.531,-93.027,-93.359,-93.557,-91.921,-93.116,-96.076,-92.886,-93.194,-92.234,-91.105,-91.971,-92.749,-94.439,-92.930,-92.180,-93.723,-92.705,-90.716,-93.941,-95.757,-95.239,-94.822,-94.188,-93.559,-93.138,-92.243,-93.420,-91.243,-93.555,-93.085,-94.821,-93.410,-93.778,-91.365,-95.616,-92.141,-90.120,-92.586,-92.288,-94.889,-91.411,-91.180,-89.573,-92.268,-92.913,-92.610,-96.604,-95.227,-92.281,-91.335,-94.383,-95.536,-93.364,-93.715,-93.668,-92.908,-94.257,-93.174,-92.701,-87.393,-89.629,-93.545,-91.601,-92.908,-92.943,-95.119,-94.651,-93.262,-95.126,-92.794,-94.559,-92.135,-92.725,-94.013,-92.610,-93.654,-92.516,-92.186,-90.143,-94.369,-93.395,-91.765,-94.615,-95.882,-94.998
230.253,101.833,-92.287,-93.357,-92.585,-94.206,-95.541,-93.763,-93.450,-93.959,-93.088,-93.100,-92.518,-92.884,-93.689,-93.730,-93.879,-94.245,-93.743,-93.024,-93.732,-94.287,-92.946,-93.669,-91.774,-94.079,-93.692,-91.808,-94.837,-93.178,-90.444,-93.607,-93.240,-92.427,-91.347,-91.483,-95.501,-82.769,-93.590,-93.510,-95.439,-92.775,-92.650,-91.892,-91.030,-92.667,-94.031,-92.439,-92.393,-92.706,-93.575,-94.280,-91.347,-92.151,-89.177,-92.546,-91.698,-91.598,-94.090,-96.083,-93.486,-93.872,-92.571,-94.372,-91.872,-93.316,-90.174,-93.855,-91.218,-93.492,-93.900,-95.415,-89.160,-92.628,-90.126,-92.968,-92.190,-88.475,-94.899,-93.384,-92.608,-93.935,-92.487,-92.736,-94.402,-93.347,-93.844,-94.432,-92.357,-91.715,-91.456,-91.871,-92.912,-95.253,-93.209,-93.247,-94.349,-94.611,-90.033,-89.694,-93.103,-93.702,-91.468
251.526,101.833,-94.356,-93.291,-92.858,-94.310,-94.460,-92.808,-92.842,-92.188,-93.588,-93.685,-93.345,-93.219,-92.219,-91.827,-93.864,-91.682,-94.033,-93.958,-93.298,-91.447,-93.393,-92.803,-93.059,-93.457,-91.901,-92.762,-92.695,-92.394,-94.145,-94.349,-91.860,-93.425,-93.399,-93.383,-93.164,-92.449,-81.859,-92.155,-93.874,-93.727,-94.336,-93.494,-93.710,-91.371,-90.688,-93.467,-94.498,-94.453,-91.452,-93.239,-93.835,-92.851,-86.942,-93.963,-93.774,-94.539,-93.034,-92.409,-92.428,-90.838,-89.310,-93.559,-90.817,-92.736,-93.971,-92.631,-91.588,-92.305,-91.762,-93.389,-92.743,-92.575,-92.762,-93.689,-93.625,-88.021,-92.627,-92.165,-92.538,-92.770,-91.543,-91.733,-92.495,-93.174,-96.626,-94.540,-94.971,-92.427,-93.890,-94.688,-91.991,-93.298,-95.849,-93.189,-92.645,-92.480,-90.967,-92.881,-93.217,-92.305,-92.479
272.799,101.833,-92.107,-91.203,-94.156,-91.542,-91.771,-92.979,-94.705,-95.783,-92.370,-94.073,-91.863,-92.072,-93.918,-96.635,-94.362,-94.400,-90.751,-94.281,-93.566,-93.080,-92.840,-91.171,-93.264,-90.651,-93.372,-93.607,-95.558,-92.308,-91.167,-93.009,-95.500,-94.741,-94.845,-92.369,-92.849,-94.543,-84.606,-91.109,-90.249,-92.697,-91.576,-92.137,-94.180,-94.943,-91.373,-91.256,-92.628,-92.301,-89.199,-91.876,-92.193,-93.241,-92.220,-93.414,-94.201,-93.519,-90.144,-94.534,-94.685,-93.362,-92.930,-89.218,-92.103,-90.441,-94.555,-91.379,-94.423,-93.019,-94.025,-92.956,-93.528,-90.896,-94.255,-94.847,-89.939,-89.461,-93.670,-91.430,-93.579,-91.811,-92.250,-94.229,-94.721,-90.733,-93.419,-93.539,-95.115,-95.540,-93.107,-92.213,-94.347,-94.074,-92.827,-93.462,-94.886,-93.117,-91.545,-93.348,-92.029,-93.677,-93.276
294.072,101.833,-94.813,-94.518,-95.903,-93.839,-92.881,-95.596,-93.890,-92.320,-94.334,-94.142,-93.532,-95.876,-94.936,-93.445,-92.178,-92.987,-91.370,-91.735,-93.704,-92.840,-92.709,-92.401,-92.896,-93.586,-94.111,-91.895,-91.230,-94.016,-94.207,-93.774,-91.196,-94.311,-92.699,-93.347,-94.029,-83.838,-81.341,-91.896,-94.692,-90.590,-92.498,-92.673,-93.915,-95.245,-92.416,-93.810,-93.982,-94.786,-92.579,-93.777,-92.670,-92.917,-88.758,-93.807,-91.358,-91.381,-94.010,-90.039,-94.023,-91.436,-96.600,-91.155,-94.691,-90.615,-91.998,-95.151,-92.540,-92.623,-93.735,-91.770,-92.602,-94.062,-89.117,-94.553,-92.349,-90.189,-92.053,-93.020,-90.798,-91.382,-92.338,-92.533,-91.926,-93.967,-93.110,-92.575,-94.407,-95.680,-91.854,-94.979,-93.238,-94.160,-94.194,-95.467,-93.102,-93.983,-93.318,-92.641,-92.518,-91.011,-94.505
315.345,101.833,-94.052,-92.520,-93.742,-93.688,-93.827,-89.889,-94.108,-91.930,-92.398,-94.431,-93.429,-92.944,-93.116,-95.889,-92.432,-93.429,-92.849,-93.734,-93.144,-92.179,-93.664,-94.077,-95.614,-94.560,-95.231,-92.397,-93.447,-93.842,-92.103,-94.243,-92.634,-92.222,-90.611,-93.938,-95.059,-93.931,-93.422,-92.552,-92.886,-93.569,-92.778,-92.081,-92.670,-92.330,-95.730,-92.269,-91.444,-93.252,-95.805,-93.635,-93.821,-93.904,-88.586,-93.085,-92.338,-92.516,-91.836,-93.961,-94.538,-91.465,-93.455,-91.733,-93.867,-93.045,-95.880,-92.986,-93.410,-95.059,-91.926,-92.419,-92.895,-94.157,-92.824,-92.921,-94.173,-89.762,-93.507,-94.400,-91.640,-93.854,-93.099,-92.385,-91.304,-92.039,-93.324,-92.532,-94.352,-94.802,-93.442,-94.473,-94.269,-94.355,-94.373,-91.915,-92.832,-92.749,-94.134,-91.220,-92.715,-91.505,-90.694
123.887,113.412,-95.121,-93.738,-96.278,-93.808,-94.628,-94.053,-93.431,-95.026,-94.383,-93.350,-92.249,-94.727,-92.846,-95.487,-95.731,-91.067,-92.157,-93.827,-95.611,-94.906,-94.762,-93.363,-93.940,-93.651,-91.102,-94.226,-93.832,-96.254,-93.452,-93.184,-94.961,-93.651,-95.816,-92.326,-91.299,-84.582,-93.450,-93.534,-90.483,-95.279,-93.170,-93.525,-95.090,-92.182,-94.955,-93.458,-93.552,-93.568,-92.661,-92.435,-92.153,-92.726,-89.093,-93.723,-90.725,-93.161,-91.747,-91.656,-93.894,-94.892,-92.376,-91.634,-94.665,-94.212,-92.355,-94.178,-93.315,-93.101,-92.711,-93.415,-94.481,-91.664,-94.273,-92.118,-93.105,-88.158,-93.897,-93.027,-91.810,-94.619,-91.280,-92.409,-92.757,-88.504,-93.546,-88.140,-94.015,-91.585,-93.199,-93.513,-91.393,-91.642,-92.887,-91.864,-91.190,-94.787,-93.921,-92.177,-92.715,-93.941,-95.699
145.161,113.412,-92.976,-93.946,-94.522,-94.030,-93.712,-92.128,-94.615,-96.790,-93.149,-93.181,-92.354,-92.306,-93.052,-93.774,-92.421,-92.113,-94.788,-92.380,-91.420,-91.747,-91.750,-94.231,-94.316,-92.117,-91.962,-92.238,-92.406,-94.077,-92.989,-94.259,-92.769,-91.390,-94.347,-93.536,-93.335,-93.272,-94.340,-93.218,-92.612,-93.808,-93.643,-93.013,-95.886,-94.038,-93.650,-92.298,-92.611,-94.232,-92.936,-92.538,-93.979,-93.150,-90.520,-94.077,-93.604,-93.147,-95.926,-92.430,-94.600,-92.792,-92.601,-94.728,-95.206,-91.036,-91.133,-92.033,-92.638,-91.477,-92.756,-93.621,-94.562,-92.293,-92.570,-96.010,-95.302,-91.123,-93.218,-93.540,-93.576,-92.853,-94.640,-93.055,-93.241,-93.503,-89.920,-94.075,-92.704,-92.274,-92.340,-92.808,-93.790,-93.873,-94.562,-93.580,-91.912,-92.940,-93.648,-94.012,-92.022,-93.454,-92.291
166.434,113.412,-91.402,-94.655,-92.306,-95.722,-93.222,-92.671,-94.573,-95.691,-92.917,-92.452,-93.866,-95.041,-93.800,-94.164,-93.467,-93.138,-93.039,-92.615,-94.042,-95.309,-93.503,-95.910,-94.444,-95.341,-92.887,-90.681,-93.521,-92.794,-92.797,-93.164,-93.457,-94.302,-92.098,-93.369,-90.899,-93.020,-93.388,-92.220,-93.200,-91.124,-90.734,-94.969,-91.215,-93.953,-95.222,-96.270,-92.640,-92.390,-93.764,-91.146,-93.939,-93.452,-93.302,-93.375,-92.189,-90.944,-93.937,-92.807,-92.051,-91.312,-91.688,-93.054,-95.445,-93.274,-92.477,-93.106,-93.892,-93.569,-90.925,-92.355,-92.190,-95.450,-92.642,-92.630,-93.957,-87.163,-95.164,-93.229,-92.303,-92.689,-93.964,-92.275,-92.052,-93.169,-93.347,-96.020,-91.458,-90.873,-95.889,-92.768,-93.197,-92.993,-92.885,-91.529,-94.835,-92.489,-90.047,-92.133,-93.503,-93.631,-92.882
187.707,113.412,-94.907,-95.463,-94.318,-93.610,-93.311,-93.585,-94.250,-94.294,-95.126,-92.909,-92.475,-93.164,-94.593,-93.986,-94.638,-92.536,-94.766,-92.449,-94.823,-93.974,-93.320,-93.763,-92.578,-94.762,-94.928,-91.528,-94.738,-92.557,-94.107,-93.453,-92.729,-90.617,-92.658,-91.627,-91.701,-83.796,-92.994,-93.501,-93.850,-95.288,-89.659,-94.803,-94.542,-92.296,-91.707,-93.921,-92.070,-94.364,-93.222,-95.162,-92.408,-93.898,-91.276,-91.258,-92.829,-93.721,-93.369,-93.052,-92.613,-93.296,-91.831,-92.629,-92.743,-92.781,-92.394,-92.421,-93.300,-91.937,-91.056,-90.845,-90.792,-95.020,-93.959,-92.028,-96.310,-89.452,-93.586,-94.027,-90.928,-93.629,-93.373,-94.183,-95.380,-92.188,-95.362,-91.021,-92.449,-93.020,-92.953,-91.275,-93.367,-94.218,-93.879,-94.644,-92.729,-92.698,-91.323,-91.771,-95.234,-93.590,-93.382
208.980,113.412,-94.266,-90.809,-93.018,-93.503,-93.344,-91.123,-94.901,-95.083,-94.483,-92.923,-95.114,-93.419,-91.172,-91.326,-94.979,-94.365,-93.761,-91.943,-94.754,-94.395,-91.612,-93.195,-94.165,-94.511,-97.690,-91.778,-94.042,-92.957,-93.865,-93.994,-93.604,-94.645,-93.245,-91.950,-91.654,-95.092,-93.450,-91.348,-92.213,-94.234,-93.296,-93.640,-90.285,-90.645,-93.973,-92.479,-96.038,-93.082,-90.000,-93.439,-93.185,-94.451,-93.211,-94.635,-93.825,-94.339,-94.705,-94.957,-93.053,-95.014,-95.618,-94.006,-93.005,-96.020,-93.073,-91.567,-93.007,-93.695,-94.803,-89.578,-94.109,-94.168,-94.095,-94.242,-91.624,-87.485,-95.647,-93.076,-91.947,-93.547,-94.308,-94.068,-91.008,-93.963,-91.654,-93.168,-91.741,-91.971,-93.799,-92.608,-93.195,-95.144,-93.040,-93.475,-93.075,-91.414,-92.394,-93.526,-92.069,-94.005,-94.705
230.253,113.412,-93.676,-93.897,-93.987,-92.406,-92.078,-92.454,-94.321,-91.580,-92.213,-92.162,-93.334,-93.908,-95.775,-94.913,-92.875,-94.425,-93.562,-94.406,-91.789,-93.366,-92.311,-92.624,-91.794,-93.579,-93.235,-94.118,-92.851,-92.313,-94.113,-93.267,-94.150,-91.994,-92.850,-93.560,-93.995,-95.725,-91.522,-94.214,-93.486,-91.374,-92.855,-91.914,-93.103,-96.437,-93.336,-91.226,-94.972,-95.177,-93.471,-93.824,-91.817,-91.557,-89.807,-90.340,-93.080,-95.773,-93.358,-92.496,-94.164,-94.412,-93.512,-94.470,-93.829,-90.730,-94.383,-91.107,-93.843,-94.142,-91.086,-93.794,-93.412,-94.475,-95.124,-94.125,-92.460,-89.997,-93.958,-90.938,-93.718,-90.982,-92.227,-93.778,-89.629,-91.299,-88.407,-94.572,-90.503,-92.656,-91.897,-93.195,-93.225,-92.493,-93.026,-89.875,-93.860,-93.494,-91.388,-92.014,-94.051,-90.725,-93.241
