PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
225.342,91.097,-101.058,-100.433,-101.713,-101.602,-100.549,-99.920,-100.454,-101.049,-100.642,-99.515,-100.483,-101.545,-101.406,-100.851,-102.249,-101.028,-100.441,-100.209,-100.388,-100.274,-100.835,-100.096,-102.048,-100.214,-93.907,-89.037,-95.707,-98.400,-101.048,-101.215,-98.365,-97.268,-98.549,-99.767,-98.818,-84.459,-100.471,-100.691,-99.427,-100.086,-101.361,-100.403,-98.983,-99.975,-101.178,-98.450,-100.533,-98.910,-101.486,-97.486,-97.899,-102.082,-93.889,-97.756,-100.605,-98.775,-102.025,-98.192,-98.468,-101.572,-100.507,-98.250,-101.404,-100.218,-98.700,-98.506,-101.374,-101.906,-97.837,-97.935,-99.411,-98.768,-98.364,-100.900,-97.842,-89.707,-100.020,-100.568,-100.184,-99.017,-98.598,-97.260,-98.274,-97.459,-100.614,-99.467,-100.967,-99.523,-99.054,-98.543,-98.912,-99.514,-99.200,-99.672,-99.949,-100.808,-99.789,-100.460,-98.136,-100.191,-100.500
235.443,91.097,-101.071,-101.043,-100.343,-101.570,-100.642,-101.663,-99.900,-101.594,-100.275,-101.169,-101.644,-99.173,-100.389,-101.887,-101.144,-101.803,-99.521,-101.247,-102.002,-100.072,-101.476,-101.946,-101.873,-100.575,-91.522,-87.672,-93.949,-100.359,-99.851,-96.898,-99.490,-100.186,-101.226,-100.915,-98.359,-98.639,-101.013,-102.355,-100.710,-98.055,-99.081,-100.177,-99.380,-101.226,-98.012,-99.149,-99.658,-99.632,-99.503,-97.577,-96.694,-99.479,-92.388,-99.781,-100.959,-99.617,-101.499,-98.951,-101.696,-101.061,-98.661,-97.030,-101.439,-100.487,-98.861,-102.281,-99.309,-102.170,-99.833,-100.899,-99.160,-99.692,-98.235,-99.908,-101.208,-91.631,-100.007,-98.867,-96.747,-101.151,-99.181,-98.606,-98.514,-98.026,-101.496,-97.607,-99.186,-99.423,-101.671,-101.498,-102.261,-97.869,-99.669,-100.720,-98.685,-100.535,-97.899,-100.485,-100.116,-102.030,-100.777
245.543,91.097,-101.117,-101.410,-101.343,-100.367,-101.890,-100.331,-100.793,-102.297,-100.244,-100.023,-101.097,-101.406,-101.298,-100.729,-100.990,-101.852,-98.748,-101.683,-100.518,-100.927,-100.421,-100.215,-100.192,-100.154,-93.646,-87.938,-97.536,-98.878,-99.684,-99.611,-101.097,-101.409,-100.671,-100.330,-101.739,-98.541,-100.494,-102.174,-99.152,-101.186,-99.982,-99.605,-100.573,-100.100,-98.294,-98.775,-97.412,-98.407,-100.249,-101.448,-99.384,-99.926,-95.188,-101.273,-98.215,-100.725,-100.355,-99.347,-97.892,-100.206,-99.192,-97.357,-100.477,-100.382,-99.477,-99.378,-99.303,-100.519,-99.471,-99.715,-97.932,-99.505,-99.351,-101.097,-100.690,-90.938,-98.907,-97.901,-97.120,-98.956,-101.367,-101.624,-98.843,-98.382,-100.246,-99.038,-97.110,-99.781,-99.276,-101.461,-100.444,-98.810,-99.883,-99.721,-101.995,-101.538,-100.881,-99.876,-97.679,-100.820,-101.174
255.644,91.097,-101.660,-102.106,-100.439,-99.226,-101.473,-99.053,-101.574,-98.696,-100.690,-101.488,-101.899,-102.079,-100.041,-101.914,-101.143,-100.293,-101.085,-98.433,-101.250,-99.647,-102.640,-99.907,-100.070,-101.146,-92.664,-88.288,-97.090,-101.028,-99.215,-96.142,-101.113,-100.049,-100.487,-100.507,-97.444,-101.668,-101.439,-98.530,-98.853,-101.139,-100.267,-97.399,-99.888,-100.627,-100.810,-99.607,-99.486,-101.141,-100.245,-98.388,-99.871,-101.334,-95.346,-99.747,-96.907,-97.299,-99.889,-99.037,-98.999,-98.025,-100.806,-96.987,-100.340,-100.032,-101.576,-99.283,-98.432,-97.185,-100.961,-100.116,-96.903,-99.669,-97.589,-100.591,-99.485,-92.306,-100.024,-98.062,-101.194,-98.634,-99.229,-98.646,-98.284,-96.654,-100.203,-98.270,-98.894,-98.817,-100.147,-100.874,-100.817,-100.038,-100.679,-97.047,-100.304,-98.741,-100.370,-99.061,-101.033,-101.203,-101.295
265.744,91.097,-100.698,-99.137,-98.687,-99.764,-101.571,-101.712,-101.486,-101.086,-102.179,-101.442,-101.546,-101.667,-102.388,-101.421,-98.607,-102.268,-99.316,-100.602,-100.706,-100.876,-101.048,-99.452,-100.971,-100.948,-93.557,-89.100,-93.428,-99.978,-100.078,-99.158,-101.226,-100.055,-101.693,-98.282,-101.417,-100.406,-99.611,-100.362,-101.724,-97.719,-100.333,-100.753,-99.070,-98.997,-98.468,-100.000,-100.145,-100.807,-100.656,-96.623,-100.293,-99.612,-91.969,-99.379,-101.122,-98.748,-99.957,-96.655,-101.452,-100.786,-100.740,-100.756,-100.394,-100.702,-98.610,-100.914,-98.801,-97.724,-100.975,-98.326,-99.084,-100.922,-100.576,-101.404,-102.210,-93.146,-101.771,-97.394,-98.557,-98.691,-100.634,-100.597,-97.279,-99.689,-101.200,-99.453,-102.694,-96.647,-99.422,-99.871,-99.967,-98.943,-97.239,-97.863,-100.821,-100.137,-101.190,-101.031,-101.603,-101.158,-100.993
275.845,91.097,-101.800,-101.899,-100.229,-100.256,-100.793,-101.323,-100.501,-101.707,-101.461,-101.833,-101.059,-100.823,-101.356,-101.171,-101.148,-99.021,-100.848,-101.941,-100.851,-100.137,-101.677,-100.679,-101.967,-98.799,-93.871,-86.625,-95.459,-100.721,-100.897,-99.644,-99.832,-100.306,-101.486,-99.246,-100.593,-101.341,-98.826,-99.883,-98.602,-99.851,-101.651,-100.674,-98.532,-99.073,-99.551,-99.452,-97.836,-98.310,-100.986,-97.548,-96.004,-99.869,-93.809,-98.330,-102.008,-98.531,-100.466,-97.000,-101.342,-99.048,-100.622,-99.119,-97.573,-97.970,-98.409,-100.564,-98.947,-99.398,-99.184,-99.473,-98.314,-99.778,-99.031,-99.307,-100.173,-92.827,-100.572,-100.556,-100.139,-100.850,-99.580,-99.760,-100.292,-99.198,-100.518,-99.004,-102.043,-100.969,-97.777,-101.646,-100.743,-99.243,-101.013,-98.572,-100.961,-102.308,-102.047,-100.419,-98.731,-102.457,-100.237
285.945,91.097,-101.228,-100.615,-101.982,-99.197,-100.105,-100.904,-100.180,-102.008,-98.787,-101.564,-101.704,-100.528,-101.964,-101.475,-100.262,-100.398,-98.032,-99.458,-100.474,-99.160,-99.593,-99.532,-100.211,-100.471,-96.303,-89.110,-99.219,-99.645,-100.780,-100.783,-99.418,-99.313,-100.207,-100.841,-99.470,-100.244,-99.567,-99.094,-99.607,-100.776,-101.129,-98.889,-97.108,-101.567,-98.064,-100.621,-98.966,-99.523,-100.917,-96.966,-98.836,-99.368,-91.583,-100.481,-99.562,-97.638,-102.064,-96.449,-98.980,-100.935,-101.367,-96.903,-101.411,-96.891,-97.979,-100.855,-100.097,-98.209,-101.409,-100.697,-95.917,-99.666,-98.342,-101.069,-100.705,-91.160,-99.987,-98.241,-99.861,-100.534,-100.852,-101.546,-100.346,-99.978,-99.987,-100.962,-100.228,-100.389,-102.448,-100.681,-101.054,-100.002,-100.568,-100.017,-100.345,-101.559,-99.340,-99.846,-98.207,-101.060,-101.357
296.045,91.097,-101.724,-101.853,-101.823,-101.412,-101.786,-100.084,-101.547,-101.144,-100.220,-101.888,-102.012,-100.844,-102.148,-100.993,-100.446,-101.755,-98.410,-98.626,-100.768,-100.643,-100.365,-99.116,-101.059,-98.751,-92.218,-90.012,-94.929,-100.080,-101.764,-99.184,-102.400,-100.071,-100.106,-99.959,-100.720,-100.316,-83.589,-100.048,-98.554,-100.707,-100.730,-100.672,-101.112,-102.790,-99.327,-101.668,-99.408,-99.644,-100.568,-98.775,-100.037,-99.915,-92.736,-99.801,-99.844,-96.721,-100.848,-99.234,-100.269,-101.178,-100.501,-96.095,-101.506,-102.866,-98.339,-100.114,-101.241,-100.473,-98.267,-101.050,-98.262,-98.885,-99.946,-99.313,-99.032,-91.580,-100.370,-96.293,-101.809,-97.749,-98.252,-101.110,-100.234,-98.224,-101.817,-100.396,-98.352,-100.668,-100.166,-100.063,-101.884,-98.959,-100.859,-100.265,-101.678,-100.918,-98.869,-98.132,-99.392,-99.786,-99.045
306.146,91.097,-98.410,-99.698,-100.742,-101.708,-100.002,-100.119,-100.872,-100.683,-101.259,-102.461,-99.914,-101.264,-101.928,-102.590,-101.981,-101.960,-101.307,-99.956,-102.288,-101.019,-98.767,-100.852,-100.859,-100.970,-95.976,-87.474,-95.006,-99.214,-101.677,-100.915,-99.114,-99.792,-101.105,-100.737,-99.974,-84.618,-99.213,-100.624,-99.467,-97.241,-101.939,-100.626,-99.932,-99.187,-99.663,-100.221,-100.547,-98.755,-101.034,-98.645,-97.457,-100.378,-91.212,-99.339,-99.476,-98.326,-101.696,-97.551,-100.930,-99.902,-98.804,-100.795,-100.990,-99.804,-97.991,-99.603,-101.202,-100.567,-99.260,-101.371,-100.173,-99.397,-99.627,-101.935,-100.376,-91.350,-99.446,-97.929,-100.700,-100.796,-99.210,-99.690,-99.073,-98.611,-100.195,-102.290,-100.901,-102.394,-99.696,-100.565,-102.033,-100.561,-100.895,-99.160,-100.799,-100.979,-99.395,-100.665,-97.114,-99.698,-101.738
316.246,91.097,-102.476,-101.662,-99.312,-101.327,-97.507,-101.485,-102.357,-101.010,-101.006,-101.766,-101.432,-101.645,-101.157,-102.013,-99.855,-101.078,-101.379,-101.059,-100.461,-100.080,-99.145,-101.145,-100.281,-100.423,-95.385,-86.948,-97.075,-101.131,-100.803,-99.599,-98.326,-102.098,-99.278,-100.776,-101.276,-83.057,-100.415,-100.718,-100.408,-99.686,-98.100,-99.358,-99.243,-100.971,-100.524,-99.192,-101.132,-99.695,-100.173,-98.188,-100.062,-100.290,-92.950,-98.498,-101.145,-98.275,-99.847,-95.803,-98.551,-100.798,-101.130,-98.845,-101.281,-99.628,-99.956,-101.164,-98.345,-102.017,-100.103,-100.549,-97.135,-100.442,-98.750,-100.970,-100.687,-89.457,-100.926,-99.376,-99.180,-99.009,-100.045,-101.062,-99.632,-99.468,-102.174,-100.531,-99.979,-96.672,-100.835,-100.344,-101.634,-101.648,-102.005,-100.202,-100.860,-101.171,-100.437,-101.676,-97.940,-98.257,-102.052
124.338,103.096,-100.282,-101.830,-98.850,-100.556,-101.244,-101.342,-102.735,-101.160,-101.138,-102.410,-100.838,-100.504,-102.188,-100.318,-101.308,-101.311,-101.060,-98.683,-101.881,-100.431,-101.666,-100.365,-99.113,-100.695,-91.480,-86.539,-95.558,-99.329,-101.188,-98.962,-100.400,-101.128,-99.875,-100.340,-99.717,-101.989,-99.411,-100.392,-100.364,-100.868,-102.741,-100.156,-99.450,-101.008,-98.471,-100.235,-100.218,-99.439,-100.933,-99.410,-97.042,-99.398,-95.260,-97.675,-99.210,-100.108,-98.342,-97.317,-98.394,-100.929,-99.937,-95.915,-100.213,-99.750,-100.677,-101.920,-100.799,-99.177,-99.215,-99.680,-97.566,-98.728,-100.031,-100.776,-100.667,-87.590,-101.181,-97.418,-100.191,-98.243,-98.945,-99.442,-96.153,-97.480,-100.524,-100.915,-101.665,-99.919,-99.609,-99.789,-101.278,-99.252,-98.934,-98.815,-100.881,-98.228,-100.045,-99.579,-98.620,-99.072,-101.630
134.438,103.096,-102.063,-100.251,-100.624,-100.560,-99.961,-101.436,-101.895,-101.007,-100.928,-101.717,-100.349,-101.528,-102.208,-101.096,-100.880,-100.968,-100.863,-99.547,-99.456,-97.787,-101.294,-99.629,-101.557,-99.769,-92.118,-85.349,-95.996,-99.971,-100.944,-101.399,-99.111,-99.525,-101.430,-102.219,-101.134,-99.316,-97.968,-101.710,-100.364,-99.956,-101.005,-101.699,-100.288,-99.813,-99.826,-99.834,-99.848,-99.498,-100.909,-97.053,-98.823,-99.924,-95.974,-97.947,-97.608,-98.177,-99.739,-100.182,-98.046,-98.792,-99.467,-96.760,-99.584,-97.770,-100.501,-100.061,-100.898,-102.173,-101.660,-100.840,-98.887,-100.204,-100.969,-102.538,-99.966,-88.340,-100.552,-96.431,-98.582,-99.813,-100.096,-100.248,-100.381,-97.163,-100.307,-99.012,-99.294,-99.922,-100.237,-100.759,-101.576,-98.178,-100.732,-99.047,-100.394,-99.653,-98.918,-99.334,-99.073,-97.660,-101.824
144.539,103.096,-99.616,-102.155,-103.088,-101.276,-101.900,-101.400,-101.811,-101.040,-100.763,-99.915,-101.180,-102.597,-100.814,-102.334,-101.022,-101.324,-100.984,-101.106,-101.041,-99.167,-100.590,-102.260,-101.817,-99.953,-91.678,-85.777,-93.301,-95.033,-96.513,-100.973,-97.191,-101.377,-100.917,-102.379,-99.853,-97.296,-100.013,-101.758,-100.121,-99.348,-101.520,-98.806,-101.203,-98.322,-99.417,-100.694,-99.586,-96.611,-101.309,-99.973,-95.578,-97.751,-92.843,-97.739,-97.812,-97.520,-101.182,-96.755,-99.275,-99.875,-100.521,-96.625,-101.676,-96.495,-98.938,-99.782,-100.739,-98.714,-98.088,-100.671,-98.942,-99.539,-99.981,-100.782,-99.208,-87.528,-101.532,-97.750,-98.678,-100.733,-100.720,-100.533,-101.562,-96.951,-99.196,-101.869,-99.437,-101.398,-101.018,-99.927,-100.236,-98.350,-100.122,-97.562,-100.455,-101.657,-101.408,-100.257,-101.471,-100.037,-100.111
154.639,103.096,-100.157,-102.048,-102.155,-100.386,-99.359,-99.497,-100.574,-99.651,-100.277,-101.580,-101.174,-101.488,-101.571,-101.018,-100.594,-100.630,-101.029,-100.368,-99.668,-100.285,-101.459,-102.535,-101.208,-99.012,-95.379,-86.636,-95.741,-99.574,-100.053,-97.214,-99.630,-100.534,-101.087,-101.221,-99.535,-99.942,-100.462,-98.378,-101.840,-99.976,-101.046,-99.230,-101.510,-101.098,-95.971,-99.411,-99.364,-99.998,-101.807,-97.204,-100.851,-99.426,-95.933,-96.473,-100.988,-98.648,-98.605,-99.067,-99.684,-97.234,-99.233,-96.341,-101.358,-96.421,-97.206,-99.032,-98.753,-99.959,-100.625,-98.850,-95.942,-99.797,-98.382,-101.569,-98.971,-89.365,-102.176,-99.389,-100.466,-101.378,-99.540,-100.762,-96.675,-96.417,-101.161,-99.159,-98.490,-100.961,-98.845,-100.117,-99.868,-100.693,-99.653,-100.109,-101.235,-99.584,-100.864,-99.888,-99.729,-99.235,-100.433
164.740,103.096,-101.803,-100.566,-101.745,-101.347,-100.921,-100.689,-100.811,-100.324,-102.717,-101.461,-99.975,-100.399,-101.445,-102.059,-101.131,-101.625,-102.065,-99.570,-97.292,-100.509,-100.908,-100.237,-100.063,-100.868,-91.352,-84.222,-92.388,-97.698,-101.075,-99.863,-99.731,-97.724,-101.473,-100.028,-102.412,-98.144,-99.718,-99.958,-101.362,-99.339,-100.262,-98.991,-100.928,-98.616,-100.282,-97.794,-99.097,-101.266,-100.812,-97.005,-97.383,-97.275,-95.039,-99.739,-100.702,-100.057,-101.925,-96.275,-98.309,-97.631,-99.273,-99.098,-100.141,-100.065,-98.330,-102.108,-102.160,-100.223,-99.937,-99.317,-98.583,-102.180,-97.545,-100.248,-101.035,-89.497,-98.783,-98.220,-99.956,-98.690,-100.679,-100.590,-99.039,-100.072,-99.609,-98.796,-100.716,-100.345,-97.675,-100.158,-99.946,-97.936,-99.471,-100.175,-100.350,-101.308,-100.718,-97.176,-101.188,-99.042,-100.448
174.840,103.096,-101.389,-101.045,-100.817,-100.544,-101.311,-100.696,-100.523,-100.839,-98.984,-99.936,-101.703,-101.307,-102.036,-102.121,-102.214,-100.934,-102.450,-101.276,-100.619,-99.456,-101.671,-100.501,-100.411,-99.929,-91.351,-86.575,-95.544,-97.784,-100.364,-98.433,-101.144,-100.458,-100.965,-102.298,-96.647,-100.091,-101.439,-101.106,-100.757,-100.165,-100.216,-96.619,-98.833,-101.921,-98.418,-100.907,-97.930,-97.843,-100.500,-97.999,-100.391,-96.534,-97.168,-99.434,-101.910,-99.133,-101.875,-98.580,-99.527,-102.568,-101.239,-96.951,-100.909,-100.588,-95.995,-99.584,-98.974,-98.926,-101.741,-99.949,-100.453,-99.260,-98.377,-100.355,-101.604,-88.805,-99.256,-98.471,-101.398,-97.867,-99.036,-98.023,-96.240,-95.137,-100.098,-101.123,-99.402,-100.911,-99.843,-99.205,-97.765,-100.230,-98.661,-99.457,-102.043,-102.298,-98.150,-99.278,-99.647,-99.727,-99.603
