PhysicalX(mm),PhysicalY(mm),MaxAmplitude(dBm)
9.524,116.231,-86.773
12.597,116.231,-87.016
15.670,116.231,-88.775
18.744,116.231,-88.135
21.817,116.231,-89.170
24.890,116.231,-87.774
27.964,116.231,-87.921
31.037,116.231,-89.031
34.111,116.231,-88.899
37.184,116.231,-90.592
40.257,116.231,-90.082
43.331,116.231,-90.771
46.404,116.231,-89.967
49.477,116.231,-89.497
52.551,116.231,-92.832
55.624,116.231,-92.493
58.697,116.231,-91.727
61.771,116.231,-93.103
64.844,116.231,-92.541
67.917,116.231,-94.308
70.991,116.231,-94.011
74.064,116.231,-94.951
77.137,116.231,-93.324
80.211,116.231,-94.394
83.284,116.231,-95.179
86.357,116.231,-92.926
89.431,116.231,-95.785
92.504,116.231,-96.499
95.577,116.231,-95.730
98.651,116.231,-94.436
101.724,116.231,-95.978
104.797,116.231,-94.505
107.871,116.231,-92.245
110.944,116.231,-93.047
114.017,116.231,-90.858
117.091,116.231,-89.039
120.164,116.231,-90.263
123.237,116.231,-90.940
126.311,116.231,-88.367
129.384,116.231,-89.087
132.457,116.231,-89.091
135.531,116.231,-91.630
138.604,116.231,-89.642
141.677,116.231,-90.504
144.751,116.231,-90.356
147.824,116.231,-90.131
150.897,116.231,-88.730
153.971,116.231,-90.308
157.044,116.231,-89.313
160.117,116.231,-88.974
163.191,116.231,-88.298
166.264,116.231,-86.586
169.337,116.231,-88.527
172.411,116.231,-90.111
175.484,116.231,-89.082
-5.843,119.725,-84.216
-2.770,119.725,-85.443
0.304,119.725,-86.863
3.377,119.725,-85.146
6.450,119.725,-85.178
9.524,119.725,-86.190
12.597,119.725,-86.122
15.670,119.725,-86.324
18.744,119.725,-89.709
21.817,119.725,-86.442
24.890,119.725,-88.295
27.964,119.725,-88.765
31.037,119.725,-88.304
34.111,119.725,-89.339
37.184,119.725,-89.366
40.257,119.725,-89.473
43.331,119.725,-89.270
46.404,119.725,-91.044
49.477,119.725,-90.906
52.551,119.725,-91.852
55.624,119.725,-93.075
58.697,119.725,-93.984
61.771,119.725,-93.275
64.844,119.725,-93.533
67.917,119.725,-92.613
70.991,119.725,-94.590
74.064,119.725,-95.418
77.137,119.725,-93.611
80.211,119.725,-93.761
83.284,119.725,-95.019
86.357,119.725,-93.380
89.431,119.725,-94.724
92.504,119.725,-94.103
95.577,119.725,-94.868
98.651,119.725,-95.288
101.724,119.725,-93.969
104.797,119.725,-93.983
107.871,119.725,-94.263
110.944,119.725,-95.325
114.017,119.725,-94.331
117.091,119.725,-94.623
120.164,119.725,-93.162
123.237,119.725,-93.027
126.311,119.725,-94.865
129.384,119.725,-93.535
132.457,119.725,-93.220
135.531,119.725,-91.776
138.604,119.725,-93.077
141.677,119.725,-92.340
144.751,119.725,-93.298
147.824,119.725,-93.293
150.897,119.725,-93.741
153.971,119.725,-92.916
157.044,119.725,-91.318
160.117,119.725,-92.789
163.191,119.725,-92.158
166.264,119.725,-92.237
169.337,119.725,-92.501
172.411,119.725,-91.991
175.484,119.725,-91.063
-5.843,123.219,-86.310
-2.770,123.219,-85.835
0.304,123.219,-85.426
3.377,123.219,-85.180
6.450,123.219,-86.179
9.524,123.219,-88.091
12.597,123.219,-86.403
15.670,123.219,-86.717
18.744,123.219,-88.366
21.817,123.219,-87.290
24.890,123.219,-89.288
27.964,123.219,-88.690
31.037,123.219,-88.060
34.111,123.219,-88.967
37.184,123.219,-90.602
40.257,123.219,-87.967
43.331,123.219,-90.221
46.404,123.219,-91.670
49.477,123.219,-92.235
52.551,123.219,-93.085
55.624,123.219,-93.100
58.697,123.219,-94.228
61.771,123.219,-94.623
64.844,123.219,-93.398
67.917,123.219,-95.207
70.991,123.219,-94.752
74.064,123.219,-94.948
77.137,123.219,-95.196
80.211,123.219,-95.508
83.284,123.219,-94.921
86.357,123.219,-95.198
89.431,123.219,-94.234
92.504,123.219,-91.207
95.577,123.219,-95.339
98.651,123.219,-94.562
101.724,123.219,-94.643
104.797,123.219,-94.045
107.871,123.219,-95.303
110.944,123.219,-93.481
114.017,123.219,-93.004
117.091,123.219,-95.244
120.164,123.219,-94.804
123.237,123.219,-92.913
126.311,123.219,-93.357
129.384,123.219,-92.584
132.457,123.219,-94.237
135.531,123.219,-92.372
138.604,123.219,-92.841
141.677,123.219,-92.312
144.751,123.219,-92.397
147.824,123.219,-92.325
150.897,123.219,-93.174
153.971,123.219,-93.083
157.044,123.219,-92.118
160.117,123.219,-92.816
163.191,123.219,-92.866
166.264,123.219,-91.142
169.337,123.219,-91.850
172.411,123.219,-92.921
175.484,123.219,-92.628
-5.843,126.713,-85.311
-2.770,126.713,-86.555
0.304,126.713,-87.287
3.377,126.713,-85.016
6.450,126.713,-88.341
9.524,126.713,-87.267
12.597,126.713,-87.750
15.670,126.713,-87.946
18.744,126.713,-88.873
21.817,126.713,-88.835
24.890,126.713,-89.059
27.964,126.713,-89.573
31.037,126.713,-90.358
34.111,126.713,-91.119
37.184,126.713,-90.707
40.257,126.713,-88.560
43.331,126.713,-90.490
46.404,126.713,-92.519
49.477,126.713,-92.323
